url,category,clean text
https://www.archaeology.org/news/8714-200526-japan-ink-stones,East Asia,"Study Suggests New Dates for the Spread of Writing in Japan. SAKURAI, JAPAN— The Asahi Shimbun reports that archaeologist Yasuo Yanagida of Kokugakuin University examined 150 stone artifacts unearthed in western Japan and dated to the Yayoi Pottery Culture period (ca. 1000 B.C.–A.D. 250) and the Kofun Period, which spanned the third to seventh century A.D. The items had previously been identified as whetstones, but Yanagida suggests they may have been used to mix ink for writing. Such ink slabs usually have hollows where the ink was rubbed and traces of blackish residue. Yanagida noted that pottery from Lelang, a Han Dynasty administrative center established by China on the Korean Peninsula in 108 B.C., has also been found at the Japanese site of Mikumo-Iwara, an ancient capital mentioned in a Chinese record of encounters with Japan. An ink slab dated to the first or second century A.D. was discovered at Mikumo-Iwara in 2016. Yanagida suggests writing may have been introduced to Japan from China along with Lelang pottery, and spread throughout Japan hundreds of years earlier than previously thought. "
https://www.archaeology.org/news/9043-200921-mummy-portrait-reconstruction,Egyptian,"Egyptian Mummy Portrait Compared to Facial Reconstruction. MUNICH, GERMANY— Live Science reports that a team of scientists created a 3-D image of the body of a child who died in Egypt sometime between 50 B.C. and A.D. 100 with CT scans and X-rays, and then compared the likeness with his mummy portrait. Examination of his teeth indicate the child was between the ages of three and four at the time of death. Andreas Nerlich of the Academic Clinic Munich-Bogenhausen said the resulting facial reconstruction is very similar to the ancient painting, although the child appears to be a bit older in his portrait. The likeness may have been painted shortly before or after his death, Nerlich surmised. The scan also revealed residues of condensed lung tissue indicating that the boy likely died of pneumonia, and that his brain and some of his abdominal organs had been removed during the process of mummification. Similar studies of mummies of adults found that an older man’s mummy portrait portrayed him when he was young, and another mummy had been given the wrong portrait altogether, based upon the proportions of his skull. "
https://www.archaeology.org/news/8726-200529-korea-bronze-shoes,East Asia,"Gilt-Bronze Burial Shoes Unearthed in South Korea. NORTH GYEONGSANG PROVINCE, SOUTH KOREA—According to a Korea Herald report, a pair of gilt-bronze shoes thought to date to the late fifth or early sixth century A.D. was found in one of three tombs at a burial site in Gyeongju, the ancient capital of the Silla Kingdom in eastern South Korea. The tomb also contained saddles, bronze ware, iron pots, and earthenware. Researchers from the Silla Cultural Heritage Research Institute said such shoes were covered with T-shaped holes and were only used for funeral ceremonies. The archaeologists will continue to investigate the three tombs. "
https://www.archaeology.org/news/8978-200825-israel-gold-coins,Near East,"Islamic Gold Coins Uncovered in Israel. HOLON, ISRAEL— BBC News reports that a volunteer member of a team of researchers led by Liat Nadav-Ziv and Elie Haddad of the Israel Antiquities Authority discovered a cache of more than 400 solid gold coins and pieces of cut gold coins during an archaeological investigation at a construction site in central Israel. Stored in a clay vessel, which had been buried and secured with a nail, most of the coins were minted in the late ninth century A.D., when what is now central Israel was part of the Islamic Abbasid Caliphate. Altogether, the cache would have been enough money to purchase a luxurious house in Fustat, the capital of Egypt, the researchers explained. One of the cuttings is a fragment of a gold solidus minted in Constantinople during the mid-ninth-century reign of Byzantine emperor Theophilos. Coin expert Robert Kool said the presence of the solidus is evidence of contact through war and trade between the two empires. "
https://www.archaeology.org/news/9033-200917-england-medieval-cemetery,Medieval,"Anglo-Saxon Cemetery Excavated in the East of England. SUFFOLK, ENGLAND— BBC News reports that an Anglo-Saxon cemetery that may date to the sixth century A.D has been found at a site slated for residential development in the East of England, within the border of the Kingdom of the East Angles. Brooches, pottery, small iron knives, wrist clasps, amber and glass beads, and silver pennies were uncovered among the more than 200 burials. “Due to the highly acidic soil the skeletons had mostly vanished and were luckily preserved as fragile shapes and shadows in the sand,” said archaeologist Andrew Peachey. The fragile artifacts were removed in blocks of soil for micro-excavation at Norfolk Museum Service, he added. Several generations of a small farming community are thought to have been buried at the site. "
https://www.archaeology.org/news/8883-200728-iran-parthian-woman-burial,Iron Age,"Parthian Burial Unearthed in Central Iran. ISFAHAN, IRAN— The Tehran Times reports that a team of researchers led by archaeologist Alireza Jafari-Zand has unearthed the remains of a woman at the Parthian site of Tepe Ashraf, near the central Iranian city of Isfahan. The burial, together with the recent discoveries of a horse burial and two large earthen jars containing remains, suggests that the researchers have uncovered a cemetery dating to the Parthian era, which lasted from 247 B.C. to A.D. 224. Noting that evidence of Parthian burials is scant in central Iran, Jafari-Zand is proposing to expand excavations of the site, much of which seems to lie beneath a modern street. "
https://www.archaeology.org/news/8748-200609-croatia-submerged-port,Iron Age,"Submerged Ancient Port Discovered on Croatia’s Coast. POSEDARJE, CROATIA— Total Croatia News reports that Mato Ilkić and Mate Parica of the University of Zadar have found the remains of a port in the western Novigrad Sea, a bay at the foot of the Velebit Mountains, that sheds new light on Liburnia’s maritime role in ancient trade. Wood from the submerged structure has been radiocarbon dated to between 371 and 199 B.C., before the Roman conquest. “For now, it is the oldest port in Liburnia, and perhaps in the entire Croatian part of the Adriatic,” Ilkić said. The port was situated next to the site of Budim, a large prehistoric hillfort, he added. The Liburnians traded with Carthage, Numidia, and Hellenistic Egypt in North Africa, and then moved those goods inland, beyond the mountains. Pottery from Italy was also recovered at the site. "
https://www.archaeology.org/news/8030-190925-norway-roman-vessel,Roman,"1,700-Year-Old Roman Bronze Vessel Discovered in Norway. TRONDHEIM, NORWAY—Archaeologists from the Norwegian Institute of Science and Technology Museum report that they have discovered a bronze cauldron in an ancient cemetery located in the path of a highway slated for construction through central Norway’s Gaula River Valley. Team member Merete Moe Henriksen said the researchers first investigated the area with a metal detector, and therefore expected to find something under the burial cairn’s stones. Cremated human remains had been placed in the Roman-style vessel, which is believed to have been manufactured in Italy or Roman provinces of the Rhine region sometime between the second and third centuries A.D. It was then wrapped in birch bark, buried, and covered with a stone slab. Henriksen and her colleagues think such vessels were mass produced for export to Scandinavia, where they were often used as burial urns by the elite. As many as 50 such vessels have been uncovered in Norway. Evidence of repairs indicate this vessel was probably used for another purpose before it ended up in the grave, where it was compressed by the weight of the cairn. Conservators will now examine the vessel and its contents in detail. "
https://www.archaeology.org/news/8749-200608-caribbean-dna-migration,Pre-Columbian,"DNA Study Tackles Caribbean Migration History. JENA, GERMANY— Cosmos Magazine reports that an international team of scientists analyzed DNA samples from 93 people who lived on islands in the Caribbean Sea between 400 and 3,200 years ago, and found evidence for at least three waves of migrants. The first two waves included people from North America who traveled to the western Caribbean. They were then followed by a more recent wave of people from South America some 2,800 years ago. Hannes Schroeder of the University of Copenhagen explained that this genetic evidence supports archaeological data from the islands. The Caribbean Sea, rather than acting as an obstacle to migrants, as had been previously thought, appears to have served as an “aquatic motorway” for repeated interaction between people living on the islands and on the mainland, according to Kathrin Nägele of the University of Copenhagen. Researcher Cosimo Posth of the Max Planck Institute for the Science of Human History added that the genetic study also supported archaeological evidence suggesting that there had been little mixture between the different groups once they arrived on the islands. "
https://www.archaeology.org/news/8535-200320-canada-pauline-cove,Modern,"Archaeologist Creates 3-D Blueprints of Historic Yukon Structures. YUKON, CANADA— CBC News reports that archaeologist Peter Dawson of the University of Calgary and his colleagues are using a drone and a terrestrial laser scanner to create 3-D replicas of historic sites at Pauline Cove, which is located on Herschel Island, in the Beaufort Sea off Yukon’s northern coast. The sites are in danger of being destroyed by wild animals, polar tourism, and erosion. The island has lost about 65 feet of coastline in the past 20 years, Dawson explained. The sites include structures built by Inuvialuit, American whalers, Anglican missionaries, and the Northwest Mounted Police, he added. “It’s giving us a really, really good record of the outside of the buildings and the inside of the buildings and an overview of the historic settlement area,” Barbara Hogan, manager of historic sites for Yukon Tourism and Culture, said of the project. When completed, the images will be stored in an online archive with historic information for public use. "
https://www.archaeology.org/news/8858-200716-egypt-abydos-cliff,Egyptian,"Rock-Cut Chambers Found Near Egypt’s Ancient City of Abydos. CAIRO, EGYPT— Ahram Online reports that a team led by Mohammed Abd Al-Badea discovered a series of rock-cut openings in a cliff while surveying Upper Egypt’s valley of Abydos. No burials have been found at the site, but pottery suggests it was used during the Ptolemaic period, from 304 to 30 B.C. Mostafa Waziri of Egypt’s Supreme Council of Antiquities explained that the chambers started as natural formations created by flowing water over thousands of years. The openings carved into the cliff face lead to areas with single and multiple chambers, which are connected with narrow doorways cut into the rock. The chambers were equipped with shallow niches, benches, depressions or troughs cut into the floor, and holes cut into the walls just below the ceiling. Handholds or places to attach rope were found near the doorways. One graffito naming Khuusu-n-Hor, his mother Amenirdis, and grandmother Nes-Hor was found in one chamber, and a single carving depicting two small figures was found near one of the entrances. "
https://www.archaeology.org/news/8702-200518-dead-sea-scrolls-imaging,Near East,"Text Found on Dead Sea Scroll Fragments. MANCHESTER, ENGLAND—According to a statement released by the University of Manchester , Joan Taylor of King’s College London, Marcello Fidanzio of the Faculty of Theology of Lugano, and Dennis Mizzi of the University of Malta have conducted a new examination of what had been thought to be blank fragments of Dead Sea Scrolls excavated from the Qumran caves. The fragments were given to experts at the University of Leeds in the 1950s for chemical analysis because they were thought to be blank. Taylor was looking at one of the fragments, now housed in the University of Manchester’s John Rylands Library, with a magnifying glass when she thought she saw a faded letter. The researchers photographed both sides of 51 bits of scroll with multispectral imaging, and found that four of them bore readable Hebrew/Aramaic text written in carbon-based ink. Ruled lines and traces of letters were observed on other fragments, the researchers added. The largest fragment of text, made up of 15 or 16 letters arranged in four lines, contains the word “Shabbat,” and may be related to the biblical book of Ezekiel. "
https://www.archaeology.org/news/8672-200505-england-victoria-cross,Modern,"Analysis of Victoria Cross Tests Tradition. NEWCASTLE UPON TYNE, ENGLAND— The Guardian reports that researchers led by retired army colonel Andrew Marriott of Newcastle University used X-ray fluorescence to examine the chemical composition of Victoria Cross medals made between 1856 and 2013. Tradition suggests the award, which was instituted by Queen Victoria, was crafted from Russian guns captured at the siege of Sevastapol in 1855. The investigation found, however, that the composition of the medals changed during World War I, and again during World War II. “Although we know that Queen Victoria decreed that the new honor be cast from bronze, there is no evidence to suggest that she wanted captured weapons from Sevastopol to be used for this purpose,” Marriott said. During a World War I metal shortage, Britain’s War Office supplied the sole producer of the award with metal from Crimean guns, based on a tradition Marriott thinks originated in a newspaper report of an 1857 medal ceremony. Medals made now are thought to be sourced from a nineteenth-century cannon from another conflict. “While it’s unlikely that even the earliest medals came from the ordnance captured at Sevastopol, it is clear that most of the VCs awarded since the First World War have plausibly been sourced from the cascabels of captured guns—an important and symbolic fact for those who have received the honor in recognition of their bravery,” Marriott concluded. "
https://www.archaeology.org/news/9022-200914-washington-trolley-tracks,Modern,"Early 20th-Century Trolley Tracks Found in Washington State. WALLA WALLA, WASHINGTON— The Union-Bulletin reports that trolley tracks installed in 1906 were unearthed during an infrastructure repair project in Walla Walla. The 450 feet of track were once part of a system that connected the center of the city to outlying areas. Each trolley car, equipped with an onboard electric motor connected to overhead wires with metal rods, held 28 to 72 passengers. A previous archaeological investigation of the city’s trolley system studied a different section of rails, which was marked with the name of the manufacturer and date of construction. A piece of these rails was preserved at the Fort Walla Walla Museum. The trolley line closed in 1926 as the automobile became popular. “I don’t know what the financial investment was back then but it had to have been substantial,” said city engineer Mike Laughery. “I don’t know if they just didn’t foresee the development of the automobile or how that played out.” "
https://www.archaeology.org/news/8958-200814-near-east-cremation,Neolithic,"Early Neolithic Cremation Burial in Israel Examined. BEISAMOUN, ISRAEL— Live Science reports that a team of researchers led by Fanny Bocquentin of the French National Center for Scientific Research has analyzed a 9,000-year-old cremation burial unearthed in northern Israel’s Upper Jordan Valley. The study suggests that the body of a young adult was placed in a seated position with knees bent to the chest in or just above a U-shaped pit that was lined with reddish mud plaster. After the fire started, the body is thought to have fallen forward and rotated. The chemical composition of the 355 scorched bone fragments recovered from the burial indicates the fire reached at least 1,300 degrees Fahrenheit. Bocquentin said that although the individual’s cause of death is unknown, the team members found a flint projectile point embedded in the left shoulder bone. The wound had begun to heal, indicating that the person had survived for at least several weeks after sustaining the injury. The team members also detected the presence of sedges, a type of rush used to make baskets and matting, in the grave. The plants may have been used to wrap the body in a shroud, Bocquentin explained. The hundreds of fragments of animal bones in the cremation pit may have come from animals used as fuel or offerings, or the bones may have been refuse in the dirt used to infill the grave. "
https://www.archaeology.org/news/8911-200807-renaissance-raphael-reconstruction,Medieval,"Is This Raphael?. ROME, ITALY— The AFP reports that researchers have used a plaster cast of a skull thought to belong to Raffaello Sanzio, the Renaissance artist known as Raphael, to create a 3-D reconstruction of the man's face. Raphael was buried in the Pantheon at the time of his death at the age of 37 in 1520. In 1833, his tomb and several others were exhumed, and a plaster cast was made of the artist’s purported skull, before the remains were reinterred. Molecular biologist Mattia Falconi of Tor Vergata University said the 3-D reconstruction matches Raphael’s self-portraits and images of him painted by others. “The 3-D model shows the eyes and mouth [in the portraits] are his, but he has been kind to himself about his nose,” Falconi commented. The researchers now plan to obtain a sample of the remains in Raphael’s tomb for genetic study. "
https://www.archaeology.org/news/8819-200624-amazon-dark-soil,Pre-Columbian,"Amazon’s Ancient Farmers Still Impact Biodiversity. EXETER, ENGLAND—According to a statement released by the University of Exeter , researchers from the University of Exeter and Brazil’s State University of Mato Grosso sampled some 4,000 trees in southern and eastern Amazonia, and found that areas of the Amazon where so-called “dark earth” is found have more diverse ecosystems. Edmar Almeida de Oliveira explained that this vegetation includes more edible fruit trees and different species of colossal trees than are found in the surrounding forest. The study shows that these patches of dark earth, which were created over a period of 5,000 years by early farmers who fertilized the soil with charcoal from fires and food waste, still have more nutrients and are thus more fertile than untreated soils. Early farmers are thought to have grown food in the treated soils and forested trees from untreated areas. Dark earth areas were abandoned, the researchers added, when indigenous communities collapsed after the arrival of Europeans. "
https://www.archaeology.org/news/8708-200520-gilgamesh-dream-tablet,Bronze Age,"Civil Complaint Requests Artifact’s Return to Iraq. NEW YORK, NEW YORK— NPR reports that U.S. federal prosecutors have filed a civil complaint in the Eastern District of New York seeking the repatriation of a 3,500-year-old cuneiform tablet fragment to Iraq. The so-called Gilgamesh Dream Tablet measures about five inches by six inches. In the text on the fragment, the hero of the Gilgamesh epic describes his dreams to his mother, who interprets them for him. The government of Iraq is now trying to determine if the tablet fragment was among the thousands of artifacts stolen from regional museums during war and unrest in 1991. According to the civil complaint, the tablet surfaced in London around 2001, and was eventually sold to an American collector in a private sale in 2014. The artifact was later seized by the federal government and is now housed in a Department of Homeland Security warehouse. "
https://www.archaeology.org/news/9146-201016-canada-ontario-village,Native American,"Iroquoian Woodland Village Site Discovered in Ontario. ONTARIO, CANADA—Excavation of an Iroquoian village site in southeastern Canada ahead of a road construction project has yielded more than 35,000 artifacts, according to a Kitchener Today report. Representatives of the Six Nations of the Grand Reserve, the Haudenosaunee Development Institute, and the Mississaugas of the Credit First Nation have been working with archaeologists throughout the process. Archaeologist Barbara Slim said the village has been dated to between A.D. 1300 and 1600. Traces of several longhouses, ceramics, stone tools, animal bone, and carbonized traces of beans and corn have been uncovered, she added, in addition to a projectile point made of chalcedony, which does not occur naturally in the region. "
https://www.archaeology.org/news/7265-181223-israel-acre-persian-encampment,Iron Age,"A Persian Military Outpost Identified in Israel. ACRE, ISRAEL— Haaretz reports that archaeologists digging at the site of Tel Keisan (""hill of treachery"" in Arabic) in northern Israel have unearthed the remains of a Persian military outpost that might have played a role in the succesful 525 B.C. Achaemenid invasion of Egypt. According to historians such as Diodurus Siculus and Strabo, King Cambyses II attacked Egypt after massing a huge army on the plains near the city of Acre. The team, led by Ben-Gurion University archaeologist Gunnar Lehmann and David Schloen of the Oriental Institute of the University of Chicago, believe that Tel Keisan was probably one of several outposts that played a role in supporting the Persian expeditionary force during its build up. The Persian-period fortifications at Tel Keisan were later heavily damaged during Alexander the Great's fourth-century B.C. campaign to drive the Achaemenids out of the Levant. "
https://www.archaeology.org/news/8542-200324-new-hampshire-canoe,Native American,"Dugout Canoe Dated in New Hampshire. HOLDERNESS, NEW HAMPSHIRE— The New Hampshire Union Leader reports that a dugout canoe discovered in central New Hampshire’s Squam Lake has been radiocarbon dated to the mid-seventeenth century. Malcolm Taylor of the Holderness Historical Society said the Native American vessel was recovered from 14 feet of water by three fisherman 80 years ago and had been stored in Vermont’s Shelburne Museum until last year, when it was transferred to the Holderness Historical Society. Such canoes were made by burning the surface of a felled tree trunk and scraping away the charred wood with stone tools, then repeating the process. Dugout canoes were eventually replaced by more maneuverable birch bark canoes by the mid-seventeenth century. Further research will identify the species of tree used to make the vessel, Taylor added. "
https://www.archaeology.org/news/8576-200407-medieval-cave-art,Medieval,"Medieval Cave Art Discovered in Southeastern England. GUILDFORD, ENGLAND—According to a statement released by UCL Institute of Archaeology , decorated niches, writing, and other markings estimated to date to the late fourteenth century have been found in a small sandstone cave in southeastern England. The artwork suggests the cave was used as a Christian shrine or hermitage associated with the nearby medieval ruins of a church dedicated to St. Catherine. Discovered during work to stabilize the railway embankment, the cave is thought to have been much larger before railroad tracks were installed in the early 1840s. Researchers from UCL's Archaeology South-East examined the cave's eight or nine niches that feature inscriptions or etched initials, including a Gothic shrine adorned with carved dots and a Calvary cross. Carbon from black deposits on the ceiling, thought to be soot from lamps, and two fire pits in the cave will be radiocarbon dated. The archaeologists note that the hill where the cave is located was once known as Drakehull, or “The Hill of the Dragon,” and may have held ritual significance before the construction of the Christian church in the late thirteenth century. "
https://www.archaeology.org/news/9171-201028-egypt-lead-ink,Egyptian,"Scientists Analyze Ancient Egyptian Ink. GRENOBLE, FRANCE— Cosmos Magazine reports that a team of chemists, physicists, and Egyptologists from the University of Copenhagen and the European Synchrotron Radiation Facility used advanced X-ray microscopy equipment to analyze the chemical composition of the ink markings found on papyrus fragments from Egypt’s ancient Tebtunis temple library. The study suggests that as early as A.D. 100, the ancient Egyptians added lead to the ink to help it to dry. The lead is not thought to have been used as a pigment because only one type of lead was detected in the inks. It had been previously thought that this technique was first employed by Renaissance painters in the fifteenth century. Egyptologist Thomas Christiansen of the University of Copenhagen said that the priests in charge of the temple library probably acquired such complex ink from specialists or oversaw its production at a specialized workshop. "
https://www.archaeology.org/news/8677-200507-mississippi-vicksburg-cemetery,Modern,"Archaeologists Recover Civil War Soldiers’ Remains in Mississippi. VICKSBURG, MISSISSIPPI—According to a Magnolia State Live report, archaeologists from the National Park Service Southeast Archaeological Center (SEAC) are recovering the remains of Civil War soldiers exposed last February when a section of Cemetery Road collapsed in Vicksburg National Cemetery. The graves of approximately 15 unnamed soldiers were affected by the collapse. The remains will be stored while researchers attempt to identify them. “These soldiers served and died for their country and they deserve our respect for their sacrifice,” said SEAC archaeologist Dawn Lawrence. The Battle of Vicksburg was fought from March 29 through July 4, 1863, which ended with the surrender of the city of Vicksburg and Union control of the Mississippi River. "
https://www.archaeology.org/news/8742-200605-italy-civita-giuliana,Roman,"Painted Vault Revealed at Villa Near Pompeii. ROME, ITALY—Massimo Osanna, director general of the Pompeii Archaeological Park, announced that excavators working at the villa of Civita Giuliana, which is located to the north of the ancient city, unearthed a covered walkway, or cryptoporticus, according to an ANSA report. The vault of the structure had been painted with a black background and adorned with a white flower, and the word “Mummia,” thought to represent a young girl, was found scratched onto the wall, he added. The name suggests the villa may have belonged to the Mummii family, while a stable, three horses, and a military harness uncovered at the villa last year hint that the owner may have been a high-ranking member of the military. "
https://www.archaeology.org/news/8633-200416-bulgaria-medieval-church,Medieval,"Medieval Church Discovered in Bulgaria. RUSE, BULGARIA— Archaeology in Bulgaria reports that a fourteenth-century Christian church decorated with murals has been discovered in northeastern Bulgaria’s medieval city of Cherven. The church is the sixteenth to be uncovered in the Cherven Archaeological Preserve. Fragments of the frescoes include images of painted drapery and a scene depicting “warrior saints.” Some of the murals have been transferred to a conservation laboratory, where they will be restored and placed on a reinforced surface for display at the Ruse Regional Museum of History. In the area around the church, the excavation team has uncovered a cemetery, a medieval street, and other buildings. The city was conquered and ransacked by the Ottomans in A.D. 1388. "
https://www.archaeology.org/news/7153-181119-israel-megiddo-vanilla,Bronze Age,"Possible Vanilla Chemicals Detected in Bronze Age Tomb in Israel. TEL AVIV, ISRAEL— Science News reports that evidence of the use of vanilla has been found in three jugs in a 3,600-year-old tomb in Israel. Archaeologist Vanessa Linares of Tel Aviv University said the Bronze Age jugs, unearthed near a palace and monumental city gate at the site of Megiddo, contained traces of two of the major chemical compounds in natural vanilla extract. Evidence of olive oil and other plant oils were also detected. Linares said vanilla-infused oils may have been added to foods and medicines, and may have been used in rituals and for embalming the dead. She thinks the vanilla, which comes from beans grown on vanilla orchids in East Africa, India, and Indonesia, arrived in the Middle East through trade. The remains of three elite individuals—a man, a woman, and a boy estimated to have been between the ages of eight and 12—and of six other people were recovered from the tomb, which also contained elaborate bronze, gold, and silver jewelry. "
https://www.archaeology.org/news/9082-201007-israel-copper-furnace,Neolithic,"Copper-Smelting Furnace Found in Negev Desert. TEL AVIV, ISRAEL—According to a statement released by Tel Aviv University, a 6,500-year-old copper-working site complete with a furnace has been discovered in Beer Sheva by a team of researchers from Tel Aviv University and the Israel Antiquities Authority. Talia Abulafia of the Israel Antiquities Authority said a lot of copper slag was found at the site, along with traces of the furnace where the copper ore was smelted at a high temperature. “Tossing lumps of ore into a fire will get you nowhere. You need certain knowledge for building special furnaces that can reach very high temperatures while maintaining low levels of oxygen,” explained Erez Ben-Yosef of Tel Aviv University. Analysis of ore from the site indicates it originated at Wadi Faynan, which is located in Jordan, more than 60 miles away. The study also suggests that each copper workshop in the area followed its own “secret recipe” to produce high-status or ritual goods with the shiny metal. "
https://www.archaeology.org/news/8794-200612-scotland-bell-tower,Medieval,"Researchers Date Timbers in Medieval Edinburgh Church. EDINBURGH, SCOTLAND—According to a statement released by Historic Environment Scotland , Coralie Mills of the South East Scotland Oak Dendrochronology Project has studied the timber frame of the five-story bell tower at St. Giles’ High Kirk. Built in 1124, the church has been renovated multiple times. The study indicates the trees used to build the bell tower grew in the Royal Forest of Darnaway, which is located in northeastern Scotland, and were more than 300 years old when they were felled in the winters of 1453/54, and 1459/60. Mills said that such old growth trees were rare in Scotland in the mid-fifteenth century and were often imported from Scandinavia. The bell tower was likely to have been completed between 1460 and 1467, when St. Giles achieved collegiate status under Pope Paul II. "
https://www.archaeology.org/news/8968-200820-england-roman-chester,Roman,"Roman Artifacts Recovered in Northwest England. CHESTER, ENGLAND— Deeside.com reports that a Roman game piece and other artifacts were uncovered in an area slated for redevelopment in the walled city of Chester, which was founded as a Roman fort in A.D. 79. The bone game piece is lozenge-shaped and engraved with a ring and dot motif. It is thought to have been used to play Ludus Latrunculorum , the Game of Mercenaries, a two-player military strategy board game. Other artifacts recovered at the site include a possible bone comb, a possible spearhead, and a pin or brooch. "
https://www.archaeology.org/news/8705-200519-illinois-cahokia-maize,Native American,"New Thoughts on Corn Cultivation at Cahokia. CHAMPAIGN, ILLINOIS—According to a statement released by the University of Illinois at Urbana-Champaign , retired state archaeologist Thomas Emerson and a team of researchers suggest maize agriculture arrived in Cahokia between A.D. 900 and 1000, or about 1,000 years later than previously thought. The scientists radiocarbon dated charred corn kernels recovered from Cahokia’s homes and shrines, and analyzed the carbon isotopes in the teeth and bones of more than 100 people and 15 dogs buried near those structures. The study suggests that the residents of Cahokia began to eat corn at about the same time they began to build mounds and adopt fertility iconography, Emerson said. Around A.D. 1050, the village of Cahokia began to expand rapidly into a city where as many as 10,000 people lived. In addition, archaeobotanist Mary Simon said that some 2,000 years ago, it would have been very difficult to grow corn, which had originally been cultivated in Mesoamerica, in what is now the Midwestern United States because of the difference in the amount of available sunlight. It would have taken time for the plant to evolve and adapt to the new environment, she explained. "
https://www.archaeology.org/news/9415-210202-chumash-shell-bead,Native American,"Shell Bead Study Pushes Back Use of Currency in California. SANTA BARBARA, CALIFORNIA—According to a statement released by the University of California, Santa Barbara , archaeologist Lynn Gamble compared and measured different types of shell beads made by California’s Chumash hunter-gatherers. Shell beads have been used in California for more than 10,000 years, she explained, adding that worked shell used as currency would have been highly standardized, labor intensive, widely distributed, and likely smaller than eye-catching beads put to decorative use. She now thinks the Chumash used shell beads as currency at least 2,000 years ago, or about 1,200 years earlier than previously thought. She also noted that drills and shell detritus from bead production dating back some 4,000 years have been found on California’s northern Channel Islands, and chemical analysis of shell beads uncovered in northern California’s San Francisco Bay Area indicates the shells came from an area to the south of southern California’s Point Conception. Shell bead currency probably helped to facilitate the exchange of goods along California’s wide hunter-gatherer trade network, she concluded. "
https://www.archaeology.org/news/8648-200423-hunter-gatherer-cuisine,Neolithic,"Food Residues Offer Clues to Hunter-Gatherer Cuisines. YORK, ENGLAND—According to a statement released by the University of York , an international team of researchers led by Harry Robson of the University of York analyzed food residues on pottery fragments recovered from 61 archaeological sites in the Baltic region of Europe, and found that different groups of hunter-gatherers living between 6,000 and 7,000 years ago developed distinct cuisines, despite the availability of similar resources. The cuisines were likely to have been based upon traditions and cultural habits, the researchers concluded. Marine and freshwater fish, seal, beaver, wild boar, bear, deer, hazelnuts, plants, and even dairy products were detected in the pot residues, Robson explained. The dairy products may have been obtained from early farmers through trade or looting, he added. "
https://www.archaeology.org/news/8863-200720-hungary-prehistoric-figurine,Neolithic,"Neolithic “Venus of Egerszeg” Unearthed in Hungary. ZALAEGERSZEG, HUNGARY— Hungary Today reports that researchers from the Göcsej Museum unearthed a fragment of a 6,500-year-old figurine at the site of a large Lengyel settlement at a construction site in western Hungary. Named the “Venus of Egerszeg,” the sculpted clay fragment depicts a woman’s torso. The researchers suggest that the figure was deliberately broken into small pieces as part of a fertility rite. Other ceramic fragments, some of which had been painted yellow, red, and white, and stone tools were also recovered. "
https://www.archaeology.org/news/8523-200316-mexico-ball-court,Pre-Columbian,"3,400-Year-Old Ball Court Found in Mexico’s Highlands. WASHINGTON, D.C.—According to a Science News report, Jeffrey Blomster and Victor Salazar Chávez of George Washington University and their colleagues have found a ball court estimated to be 3,400 years old at the site of Etlatongo in the mountains of southern Mexico, pushing back the arrival of the game in the highlands by about 800 years. It had been previously thought that the game originated in settlements located on the Gulf Coast and the Pacific lowlands. Found underneath a larger ball court built around 1200 B.C., the court covered an area of about 1,500 square yards and featured stone walls and benches. Charred animal bones, plant remains, human bones, and pieces of ceramic ballplayer figurines suggest it had been burned when it was taken out of use. “Multiple regions and societies were involved in developing a blueprint for the ball court used in a formal ball game across Mesoamerica,” Blomster said, although how the ball game was first played remains unknown. "
https://www.archaeology.org/news/8965-200819-japan-osaka-cemetery,East Asia,"Historic Cemetery Unearthed in Japan. OSAKA, JAPAN— The Mainichi reports that the remains of more than 1,500 people have been found at a cemetery site slated for redevelopment in Osaka, which is located on the south-central coast of the island of Honshu. The Umeda Haka cemetery, founded in the early seventeenth century during the Edo period, was one of seven in the city and is thought to have been used by people who lived in the Osaka Castle area of the city into the early twentieth century. Archaeologists investigating the site said they have found bodies buried in wooden tubs, square wooden coffins, and funeral urns, in addition to cremated remains. In the northern part of the cemetery, the researchers found that some of the dead had been placed directly into the soil, sometimes in multiple burials, perhaps during times of epidemics. Artifacts recovered from the cemetery include beads, coins, pipes, earthen dolls, gold coins, and miniature plates and pots. Scientists will continue to study the bones, but preliminary reports indicate that some of the individuals suffered from syphilis and bone tumors. "
https://www.archaeology.org/news/9078-201005-crete-zominthos-palace,Bronze Age,"Possible Religious Objects Unearthed at Zominthos. ATHENS, GREECE— The National Herald reports that excavators led by archaeologist Efi Sapouna-Sakellaraki at the site of Zominthos, a palace built around 2000 B.C. on Crete’s Mount Psiloritis, have uncovered two additional complexes that were constructed around 1700 B.C. One of these additions may have served as a religious sanctuary. Last year, the team members uncovered an altar in this area. This year, they found a burnt wooden object surrounded by gold flakes that may have been a statuette covered in gold leaf; a pestle; a seal depicting an animal; and traces of an earlier sanctuary dating back to 1900 B.C. A figurine dubbed the “Lady of Zominthos” was recovered from this earlier sanctuary. The second room, constructed with flagstone floors and both a sophisticated drainage system and a sewage system, contained a seal bearing a flower image dated to 2000 B.C. Pottery at the site indicates it was occupied even before the first palace was built, while a coin issued by the Doge of Venice between 1289 and 1311 attests to Venetian rule of the island during the Fourth Crusade. "
