url,clean text,category,2nd category
https://www.archaeology.org/news/7604-190423-egypt-aswan-tomb,"Greco-Roman Era Tomb Found in Upper Egypt. CAIRO, EGYPT—Mostafa Waziri of Egypt’s Supreme Council of Antiquities announced the discovery of a sealed, rock-cut tomb in Aswan containing about 30 mummies, according to an Ahram Online report. The tomb is located in the Aga Khan Mausoleum area, where archaeologists have mapped some 300 tombs dating from the sixth century B.C. through the fourth century A.D. The newly discovered tomb dates to the Greco-Roman period and is made up of a stairway flanked by sculpted blocks of stone leading to funerary chambers. Patrizia Piacentini, head of the Italian-Egyptian archaeological mission, and her team members recovered pieces of two painted wood coffins, one of which was inscribed with the name of its occupant, and an invocation of the local gods Khnum, Satet, Anuket, and Hapy. “Leaning against the north wall of the room was an amazing intact stretcher made of palm wood and linen strips, used by the people who deposited the mummies in the tomb,” Piacentini said. Unpainted white cartonnage, bitumen for mummification, and a lamp were found near the entrance to the main room, along with fragments of painted funerary masks and a statuette of Ba-bird, depicted as a bird with a human head, who was thought to represent the soul of the deceased. ",Egyptian,Roman
https://www.archaeology.org/news/7590-190416-england-pit-burials,"Possible Ritual Burials Discovered in Oxfordshire. OXFORD, ENGLAND— BBC News reports that 26 skeletons have been uncovered in southern England during excavation work for a new water pipeline. The oldest burials are nearly 3,000 years old and may be associated with the people who built monumental hillforts and created the Uffington White Horse, a 360-foot-long figure carved into a nearby hillside. Neil Holbrook of Cotswold Archaeology said some of the graves resemble Iron Age pit burials known to contain human sacrifices. In addition to human remains, the site also contained traces of dwellings, animal remains, pottery, cutting implements, and a decorative comb. ",Iron Age,Bronze Age
https://www.archaeology.org/news/7584-190412-maryland-trash-pit,"Colonial-Era Trash Pit Found in Maryland. ANNAPOLIS, MARYLAND—Sewer work in Annapolis has uncovered a brick wall, a drain, a decorative piece of stonework, and an unusual collection of artifacts dating from prehistory, the colonial era, and the nineteenth century in an area of the city where members of the Calvert family once lived, according to a Capital Gazette report. The charter for the colony of Maryland was granted to Cecil Calvert, second Baron Baltimore, by King Charles I of England, in 1632. Archaeologist Matt Cochran of Applied Archaeology and History Associates said the artifacts, which include pearl ware, glassware, and stemmed pipes, appear to have been thrown in a trash pit associated with an eighteenth-century blacksmith's shop. Charred brick at the site is also thought to have come from this shop. Some of the pottery recovered from the pit is decorated with faint cord markings, and probably dates to sometime between 1000 B.C. and A.D. 1000. A piece of molded and hand-smoothed ceramic may have been part of a cartouche that once decorated the facade of a wealthy person’s home. “It is interesting to find a couple of thousand-year-old pottery [pieces] in the same context as Wedgewood pottery,” Cochran said. ",Modern,Native American
https://www.archaeology.org/news/7530-190408-thailand-iron-age,"Iron Age Settlement Uncovered in Thailand. LOP BURI, THAILAND—According to a Bangkok Post report, more than 10,000 artifacts dating back as far as the Iron Age have been uncovered at a newly discovered site called Khok Phutsa, which is located in central Thailand’s Lop Buri River Basin, by a team made up of Thai and Italian researchers. Two skeletons were found in one of the pits at the site. Broken pottery was found beside both sets of remains, and an intact pot was found near the feet of one of them. Human skeletal remains were also found in a second pit. Giant clam shells, and bangles, beads, and axes made from giant clam shells, were also recovered. Archaeologist Sorathach Rotchanarat of Thailand’s Fine Arts Department said giant clams live on corals, but these shells were likely to have been recovered on dry land by the people who lived at the site some 3,000 years ago. “It confirms the old knowledge that the area of Lop Buri and other provinces in the central region were part of the sea 8,000 years ago,” he explained. ",South&Southeast Asia,Iron Age
https://www.archaeology.org/news/7519-190403-mongolia-rock-art,"4,000-Year-Old Rock Art Discovered in Inner Mongolia. HOHHOT, CHINA—According to a Xinhua report, artwork estimated to be 4,000 years old has been discovered on two sides of a rock in an area of China’s Inner Mongolia Autonomous Region where more than 2,000 rock paintings have been recorded. Wu Yi of Inner Mongolia’s cultural relics bureau said that on one side of the rock, human figures holding hands are thought to be dancing. Three people in a row, with a woman in the middle, are depicted on the other side of the rock. “These well-preserved paintings depict a tribe celebrating the birth of a child,” Wu explained. “They record the ancient tribe’s reverence for the prosperity and circle of life.” ",Bronze Age,East Asia
https://www.archaeology.org/news/7505-190328-nicopolis-actium-monument,"Monument Offers Clues to Size of Cleopatra’s Unwieldy Ships. ATHENS, GREECE—A new study of a monument built in Greece near the city of Nicopolis to commemorate Octavian’s victory over Cleopatra, Queen of Egypt, and her Roman lover, Mark Antony, in the Ionian Sea at the Battle of Actium has provided new information about Cleopatra’s fleet of warships, according to a report in The Independent . The monument once featured bronze battering rams set in well-fitted niches that had been taken from 35 of the 350 ships captured by Octavian during the battle. Recent excavation and measurement of those niches has allowed archaeologists to calculate the size of the timbers that held the rams and the ships together, and therefore estimate the size of the ships. The largest ship may have been more than 130 feet long and carried rams about five feet tall and eight feet long, or at least four times the size of the largest-known ancient marine battering rams. “Both historically and archaeologically, this remarkable Roman structure is of tremendous international importance—and continuing research is likely to shed yet more light on the battle that gave birth to the Roman Empire,” said Konstantinos Zachos of the Greek Ministry of Culture. The rams are thought to have been removed from the monument and melted down for reuse by the fourth or fifth century A.D. ",Roman,Egyptian
https://www.archaeology.org/news/7499-190326-italy-china-repatriation,"Italy Returns Ancient Artifacts to China. ROME, ITALY—Alberto Bonisoli, Italy’s culture minister, handed over nearly 800 artifacts to Luo Shugang, China’s minister of culture, at a meeting at the National Roman Museum Palazzo Altemps, according to a CNN report. The artifacts came to light when they were put up for sale in a town in northern Italy, and were recovered by cultural heritage authorities. The objects are thought to have been looted from regions across China, and range in age from the Neolithic period (3500–1700 B.C.) through the Ming Dynasty (A.D. 1368–1664). Representatives of the two countries also signed a symbolic agreement to work together to combat illegal trafficking of cultural items. ",East Asia,Neolithic
https://www.archaeology.org/news/7495-190325-anatolia-iron-smelting,"New Thoughts on the Origins of Iron Smelting in Anatolia. TOKYO, JAPAN— The Asahi Shimbun reports that a small lump of iron processed sometime between 2500 and 2250 B.C. may have been brought to Anatolia’s Kaman Kalehoyuk site from a distant land. Analysis conducted by Takafumi Matsui of the University of Tokyo indicates that the sample was not obtained from a meteor, as was some early iron, but was produced by the application of fire to iron ore. The composition of the lead in the sample, however, does not match that of iron ore found in the region. Similar lumps were found above a three-foot layer of scorched soil at the site. Traces of wood and mud buildings, which are unlike the sun-dried brick structures usually built in the region during this time period, were found on top of the scorched soil. “It shows that an ancient city that existed there was destroyed on a large scale, and then a group of people came to the area,” said Sachihiro Omura of the Japanese Institute of Anatolian Archaeology. He thinks these people may have brought iron-making technologies to Anatolia with them. “By making further comparisons with iron ore of other regions, we’d like to figure out where iron-making originated and clarify the key role played by Anatolia in the arrival of the Iron Age,” he explained. ",Bronze Age,Iron Age
https://www.archaeology.org/news/7493-190325-jerusalem-bes-vessel,"2,500-Year-Old Pottery Fragment May Depict Jokester Deity. JERUSALEM, ISRAEL—According to a report in The Times of Israel , a Persian-period fragment of a pottery vessel bearing the image of a deity named Bes has been discovered in a refuse pit in City of David National Park. Yuval Gadot of Tel Aviv University and Yiftah Shalev of the Israel Antiquities Authority explained that Bes, a character from Egyptian mythology, was often depicted as a fat, bearded dwarf with googly eyes and a protruding tongue. The god was also sometimes portrayed as a slim jester wearing a feathered hat. Bes was thought to drive away evil spirits with laughter, and was considered the protector of households, children, mothers, and women giving birth. Similar Bes vessels have been found in Persian-period settlements along the Mediterranean coast, and are thought to have been carried there by Egyptian traders. This fragment, the first depiction of Bes discovered in Jerusalem, shows two wide-open eyes, a nose, one ear, and a corner of a mouth. ",Egyptian,Iron Age
https://www.archaeology.org/news/7492-190322-canary-island-population,"DNA Study Investigates Migrations to Canary Islands. SAN CRISTÓBAL DE LA LAGUNA, SPAIN—According to a New York Times report, migrants from North Africa first arrived in the Canary Islands around A.D. 100, and inhabited all seven of the islands by A.D. 1000 at the latest. The study, conducted by population geneticist Rosa Fregel of the University of La Laguna and her colleagues, examined human mitochondrial DNA recovered from skeletons unearthed at 25 sites scattered over all of the Canary Islands, which are located off the coast of Morocco. “In the Canary Islands indigenous people, we find typical North African lineages, but also some other lineages with a Mediterranean distribution, and also some lineages that are of sub-Saharan African origin,” Fregel said. The researchers also found four new lineages unique to Gran Canaria and two of the eastern islands, suggesting there may have been at least two waves of migration, one of which was large enough to result in a great deal of genetic diversity. Europeans who traveled to the islands in the 1400s claimed the Canarians lacked navigational skills, leading to the suggestion that they may have been brought to the islands by Romans or Carthaginians. ",Iron Age,Medieval
https://www.archaeology.org/news/7486-190320-england-roman-tile-factory,"Roman Tile Factory Unearthed in Northern England. CUMBRIA, ENGLAND— Cumbria Crack reports that a Roman tile factory and a medieval foundation and burial were discovered in the original path of a water pipeline in northwest England. Archaeologists had expected to find the remains of a medieval farm at the site. The medieval structure was built within the Roman one, perhaps as an outbuilding for the farm. The burial was found within the outline of the medieval building. “Usually a grave cut can be seen during excavation, but here there was no evidence of one, suggesting the body may have been put into the rubble of the Roman building during the medieval period,” said archaeologist Phil Mann. Coins, pottery, and an oven that may have been used to make tiles for use in Roman under-floor heating systems were also uncovered. The tiles are thought to have been transported to a nearby Roman settlement and fort. The pipeline will be rerouted to preserve the site. ",Roman,Medieval
https://www.archaeology.org/news/7472-190314-pig-bones-henge,"Pig Bone Analysis Offers Hints to Human Travels. WILTSHIRE, ENGLAND—Analysis of samples taken from the remains of 131 Neolithic pigs unearthed at Durrington Walls, a henge site located about two miles away from Stonehenge, suggests many of them were brought to Wiltshire some 2,800 years ago from places scattered all over Britain, according to a Live Science report. “This is the pig age,” said Richard Madgwick of Cardiff University. “This is the only age where pigs are the number one domestic species.” Madgwick explained that because pigs develop rapidly, it is easier to tell where they grew up by analyzing chemical isotopes in their teeth than it is with human remains. He also argues that the pigs were probably transported live and slaughtered near the henge, since many pig skulls have been recovered at the site. Pig skulls are heavy and carry little meat, Madgwick explained, making it unlikely that Neolithic travelers would have carried them on long journeys. The meat would have likely spoiled on the long trip, even if smoked, he added. ",Bronze Age,Neolithic
https://www.archaeology.org/news/7469-190313-bioarchaeology-of-care,"Scientists Discuss “Bioarchaeology of Care”. BERLIN, GERMANY— Science Magazine reports that scientists have gathered at a conference organized by Emmanuele Petiti and Julia Gresky of the German Archaeological Institute to talk about “the bioarchaeology of care,” or how ancient societies may have cared for chronically ill and disabled individuals. For example, Marla Toyne of the University of Central Florida noted the 800-year-old remains of a Chachapoya man found in northern Peru who may have suffered from late-stage adult T-cell leukemia. He would not have been able to do much walking in the mountains where he lived, Toyne explained, and his bones lacked the signs of stress associated with hard work. Bioarchaeologist Anna Pieri said texts and iconography indicate that ancient Egyptians may have considered dwarfism a link to the divine. The remains of people with dwarfism have been found in two 4,900-year-old royal tombs in Hierakonpolis, she added. And, the remains of a man born with a severe cleft palate and complete spina bifida were found in a medieval grave in central Hungary, along with rich grave goods and a horse that had a twisted muzzle, according to Erika Molnar of the University of Szeged. “Was his survival a result of high social rank at birth, or was high rank the result of his deformity?” she asked. The researchers will create a centralized database to share information on such rare conditions. ",Pre-Columbian,Egyptian
https://www.archaeology.org/news/7423-190221-yak-milk-drinkers,"Dental Plaque Hints at Diet in Ancient Mongolia. JENA, GERMANY—According to a Science News report, adults who lived in what is now Mongolia some 3,000 years ago drank the milk of cows, yaks, and sheep, even though they did not possess genes for digesting lactose. Christina Warinner of the Max Planck Institute for the Science of Human History and her colleagues found milk proteins in dental plaque obtained from skeletons recovered from 22 burial mounds left by the Deer Stone people of Mongolia’s eastern steppes. The Deer Stone people may have been able to digest milk due to bacteria in the gut, just as present-day Mongolians are, Warinner explained. ",Bronze Age,East Asia
https://www.archaeology.org/news/7351-190205-scotland-canna-sanday,"High-Tech Map Made of Scottish Islands. GLASGOW, SCOTLAND— BBC News reports that more than 4,000 photographs of Canna and Sanday, islands in the Scottish Inner Hebrides, were taken with an ultra-high-definition camera on a fixed-wing drone. Researchers from the National Trust for Scotland said the resulting minutely detailed 3-D map, which was produced by the firm GeoGeo, revealed dozens of archaeological sites dating from the Neolithic and Bronze Age through the nineteenth century. The sites include settlement mounds, hut circles, and shielings, or rough shelters placed in pastures. “We’ve been able to obtain exact plots of known sites but also recorded the extensive traces of cultivation, such as rig and furrow field systems that range in age from the Bronze Age onwards,” explained Derek Alexander of the National Trust for Scotland. ",Bronze Age,Neolithic
https://www.archaeology.org/news/7339-190131-israel-basalt-bowl-marks,"Triangle Markings Studied in Chalcolithic Stone Bowls. HAIFA, ISRAEL—According to a report from The Times of Israel , mysterious incised triangular markings have been found on hundreds of basalt vessels unearthed in the Levant and dating to the Chalcolithic period, roughly 4500 to 3900 B.C. University of Haifa graduate student Rivka Chasan first noticed the odd marks on the inside rims of the stone bowls several years ago, and since then the small, downward-pointing triangles have been identified on vessels uncovered throughout much of present-day Israel. The triangles appear to have meant something to the people of the time, suggests Danny Rosenberg, also of the University of Haifa. “They’re all the same size, facing down, nearly always in the inside,” he said. “There were rules, and they were not just aesthetic rules. What they were for, we don’t yet know.” The researchers believe the vessels were produced in central places of manufacture and then transported to settlements for use. The basalt bowls were labor-intensive to make, and given that pottery, which can be worked much more quickly, was also in use at the time, the researchers believe the stone vessels must have held a traditional appeal. They are often found alongside other valuable items, such as ivory and copper artifacts. ",Neolithic,Bronze Age
https://www.archaeology.org/news/7309-190117-china-child-teeth,"Scientists Analyze 100,000-Year-Old Child’s Teeth. BEIJING, CHINA— Science News reports that paleoanthropologist Song Xing of the Chinese Academy of Sciences and her colleagues examined the teeth of a child who died at about six and one-half years of age at least 104,000 years ago, and perhaps more than 200,000 years ago. They found that the child’s dental growth and development proceeded slowly, at a pace similar to that experienced by modern human children living today. X-rays of the child’s fossilized upper jaw revealed the first molars had erupted a few months before death, and their roots were three-quarters grown, as is common in six-year-old modern human children. Xing and the other team members say the child’s skeletal remains have a mix of features resembling traits of Neanderthals, Homo erectus , and Homo sapiens . The child may even have been Denisovan, Xing added. The scientists may try to retrieve a DNA sample from the child’s jaw or teeth for further testing. ",Paleolithic,Pre-Human
https://www.archaeology.org/news/7301-190114-jordan-ayyubid-site,"Medieval Copper Production Settlement Found in Jordan. AMMAN, JORDAN—A medieval settlement dedicated to copper smelting has been identified in southern Jordan, reports The Jordan Times . The site, known as Khirbat Nuqayb Al Asaymir (Arabic for ""Ruin of the Small Black Pass""), flourished under the Ayyubid dynasty, which was founded by the Kurdish military leader Saladin. University of San Diego archaeologist Ian Jones leads the excavation, and notes the site was only occupied for 50 or 60 years. Its rise coincided with the expansion of the sugar industry under the Ayyubids, which requires a large supply of copper to fashion boiling vessels. Jones and his team were suprised to find no locally produced pottery at the site. However, they did discover glazed ceramics known as “stonepaste"" pottery, which were likely imported from Damascus, suggesting the presence of high-ranking Ayyubid administrators at the site. ",Near East,Medieval
https://www.archaeology.org/news/7277-190103-nicaragua-ancient-remains,"Rare Human Remains Recovered in Central America. WINNIPEG, CANADA— Live Science reports that 5,900-year-old remains of a woman have been uncovered near Nicaragua’s Caribbean coastline by a team of researchers led by Mirjana Roksandic of the University of Winnipeg. Ancient human remains are rarely preserved in the area's tropical climate, but Roksandic said the woman was buried in a shallow, oval-shaped pit in a shell mound, which reduced the acidity of the soil and helped preserve her bones. Her body was placed on its back with legs flexed toward the stomach and arms resting along its sides. Analysis of her skeletal remains suggests the woman stood just under five feet tall and was between 25 and 40 years old at the time of death. Roksandic also noted the woman had very well-developed forearms, perhaps from long hours rowing a boat along the coast. Her teeth also show signs of wear that may have been caused by eating shellfish. ",Pre-Columbian,Neolithic
https://www.archaeology.org/news/7269-181231-roman-egypt-sarcophagi,"Roman-Period Sarcophagi Found in Egypt. DAMIETTA, EGYPT— Ahram Online reports that cylindrical mud-brick sarcophagi dating to the Roman period have been discovered at Tel Al-Deir in the Nile Delta. Secretary-general of the Supreme Council of Antiquities Mostafa Waziri said that some of the sarcophagi had been painted red and engraved with lines and geometric figures, and cartonnage placed on the linen-wrapped mummies inside the sarcophagi had been decorated to resemble the deceased. Pottery, five gold rings adorned with grapes and dolphins, and some 700 amulets, including representations of the deities Isis, Horus, and Tawusert, were also recovered. ",Egyptian,Roman
https://www.archaeology.org/news/7261-181221-cyprus-byzantine-churches,"Byzantine Churches Uncovered in Cyprus. AKROTIRI, CYPRUS—According to Greek Reporter , a mosaic featuring an inscription written in Greek has been discovered at a Christian site in southern Cyprus. The inscription reads, “Lord, help those who fear Thy Name.” The mosaics are located on the floors of a highly decorated complex of temples and atria dating to the reign of the emperor Heraclius, who ruled from A.D. 610 to 641. One of the temples was a basilica with three aisles. Dimitris Triantafyllopoulos of the University of Cyprus said the complex was devoted to martyrs who were buried there. ",Medieval,Roman
https://www.archaeology.org/news/7317-190121-scotland-stone-circle-replica,"New Dates Revealed for Stone Circle in Scotland. ABERDEENSHIRE, SCOTLAND— The Guardian reports that a former farm owner informed archaeologists investigating a recumbent stone circle in northeastern Scotland that he built it in the 1990s. Neil Ackerman of the Aberdeenshire Council said the circle closely resembles a regional monument type, and therefore reflects the knowledge and appreciation of the archaeology of the region by the local community. The archaeologists initially thought that the circle could be thousands of years old, although they found it to be unusual because of its relatively small diameter and small stones. The replica stone circle will be included in the council’s records of ancient monuments for future reference. ",Modern,Neolithic
https://www.archaeology.org/news/8472-200221-cyprus-coins-repatriated,"U.S. Repatriates Coins to Cyprus. BALTIMORE, MARYLAND— Patch.com reports that ancient coins seized by U.S. Customs and Border Protection agents in Baltimore more than ten years ago were handed over to the government of Cyprus at a recent ceremony in Washington, D.C. The collection includes Roman coins dating to between 81 B.C. and 217 A.D. as well as Chinese coins issued between 400 B.C. and 220 A.D. Agents discovered the coins in an express package sent from London and seized them when the recipient of the package did not have proper documentation from Cyprus to authorize the import of the coins. The delay in repatriating the coins was the result of a legal battle with the coin collector. ",Roman,East Asia
https://www.archaeology.org/news/7147-181115-neanderthal-head-injuries,"New Thoughts on Neanderthal Head Injuries. TÜBINGEN, GERMANY—According to a Science News report, researchers led by paleoanthropologist Katerina Harvati of the University of Tubingen analyzed information collected from more than 100 Neanderthal skulls and 90 Upper Paleolithic modern human skulls and found that the two species suffered head injuries at about the same rate. It had been previously suggested that Neanderthals were more prone to head injuries when compared to modern humans, based upon what was assumed to be a lifestyle filled with combat, hunting with hand-held weapons, and cave bear attacks. The investigation, which accounted for sex, age at death, geography, and state of preservation of the bones, does suggest, however, that males were more frequently injured then females in both species. And while the levels of head trauma for the two groups were similar overall, Neanderthals may have experienced more head injuries earlier in life than modern humans did, and they may have died more often from those wounds. ",Pre-Human,Paleolithic
https://www.archaeology.org/news/7136-181109-new-world-migrations,"Genetic Studies Attempt to Track Peopling of the Americas. ALBUQUERQUE, NEW MEXICO—According to a Science News report, two new genetic studies explore the complex history of the peopling of the Americas. Geneticist Nathan Nakatsuka of Harvard University and his colleagues analyzed samples collected from the remains of 49 individuals, and found that at least three waves of people traveled from North America into South America. The first wave consisted of people related to a child buried some 12,600 years ago in Montana with artifacts from the Clovis people. The second wave of migrants replaced them about 9,000 years ago. Then, some 4,200 years ago, people from California’s Channel Islands migrated south and spread across the Central Andes. A separate study of the remains of 15 different ancient Americans, led by geneticist Eske Willerslev of the Natural History Museum of Denmark, suggests people living in the Americas were more genetically diverse than had been previously thought. Willerslev’s study confirmed that at least one group living in Brazil possessed DNA similar to that found in modern indigenous Australians, perhaps inherited from a common ancestor. Analysis of DNA collected from a 9,000-year-old baby tooth unearthed in Alaska suggests that the ancient Beringians, who lived on a temporary land bridge between Alaska and Siberia, were genetically distinct from the ancestors of Native Americans. Willerslev also examined the genome of the 10,700-year-old remains discovered in Nevada’s Spirit Cave and found that, like the 8,500-year-old Kennewick Man, these individuals were more closely related to modern Native Americans than to any other group. ",Paleolithic,Native American
https://www.archaeology.org/news/7134-181109-bulgaria-byzantine-fortress,"Byzantine Fortress Investigated in Bulgaria. SOFIA, BULGARIA—According to an Archaeology in Bulgaria report, Ivan Hristov of Bulgaria’s National Museum of History and his team have uncovered evidence suggesting the Early Byzantine city of Chrisosotira may have been sacked and burned by the Slavs and Avars in the early seventh century A.D. The excavators investigated the remains of a large building situated near the harbor side of the fortress that may have been part of a large commercial complex. Its roof collapsed when it burned, preserving fragments of amphoras, pots, and jars; intact stacks of roof tiles probably intended for roof repairs; iron farming tools; and parts of a bronze scale. Three coin hoards found in the building helped the researchers to date the fire. Most of the 100 bronze and 10 gold coins found in the hoards depict Emperor Heraclius and his son, Constantine III, the latter of whom ruled for just four months in A.D. 641. The researchers also found traces of the fortress’ southern wall, made from stones and mortar containing crushed ceramics measuring more than five feet wide and surviving more than three feet tall. The placement of the wall indicates that the city was larger than previously thought. ",Roman,Medieval
https://www.archaeology.org/news/7130-181107-quebec-french-fortification,"17th-Century Palisade Uncovered in Quebec City. QUEBEC CITY, CANADA—According to CBC News , renovations of a building on Sainte-Ursule Street in Quebec City have revealed wooden fortifications thought to have been designed by French military engineer Josué Dubois Berthelot de Beaucours and constructed in 1693 to protect the colony of New France after the Battle of Quebec in 1690. The remains of the stockade, preserved in clay and water, stretch about 65 feet in length. Archaeologist Jean-Yves Pintal said the structure, built to withstand heavy artillery and cannon balls, at one time stood nearly 13 feet tall, and was anchored in a trench filled with sand. In 1745, under a growing threat of British invasion, the wooden palisade was replaced with stone walls. ",Modern,Medieval
https://www.archaeology.org/news/7126-181106-virginia-prehistoric-ax,"Prehistoric Ax Discovered in Virginia. FAIRFAX COUNTY, VIRGINIA— The Washington Post reports that a 6,000-year-old ax-head made of green stone has been recovered from a ridge overlooking the Potomac River in Virginia. Two teens volunteering on an archaeological dig on the grounds of George Washington’s Mount Vernon estate retrieved the seven-inch-long tool from a sifting screen. “Artifacts such as this are a vital resource for helping us learn about the diverse communities who shaped this landscape throughout its long history,” said Sean Devlin, curator of archaeological collections at Mount Vernon. He explained that the tool was probably first shaped with a hammer stone, then a smoother cutting surface was produced with a harder stone. A grinding stone may have been used to cut a grove to attach a handle. Devlin thinks the people who made the ax may have traveled down the Potomac River seasonally, carrying the tool for cutting or carving wood. ",Native American,Neolithic
https://www.archaeology.org/news/7112-181031-indonesia-megalithic-statues,"Megalithic Statues Discovered in Indonesia. JAYAPURA, PAPUA— Antara News reports that two megalithic statues standing about three feet tall and weighing about 110 pounds each have been discovered at the Srobu Mountain site in Indonesia’s Papua Province on the island of New Guinea. Archaeologist Erlin Novita Idje Djami said the statues are in the Polynesian style, but are different from other known megalithic statues in the region. Decorated pottery fragments, stone axes, and shell tools estimated to be about 3,800 years old were also recovered from the site, which is located on a cape in Youtefa Gulf. ",Neolithic,South&Southeast Asia
https://www.archaeology.org/news/7099-181026-england-cremation-urns,"Prehistoric Cremation Urns Unearthed in England. HAMPSHIRE, ENGLAND— Salisbury Journal reports that four cremation urns were discovered in southern England, on the edge of New Forest National Park. The urns, estimated to be about 3,000 years old, had been inverted and placed in small pits, according to New Forest National Park Authority community archaeologist James Brown. One of the urns has a decorative band pattern, he added. The excavators also recovered two Neolithic flints estimated to be about 5,000 years old. One of them is thought to have been used as a spear on the end of a wooden shaft. The artifacts will be dated and conserved. ",Bronze Age,Neolithic
https://www.archaeology.org/news/7083-181019-roman-red-powder,"Scientists Analyze Roman “Red Dust”. GLASGOW, SCOTLAND—According to a Cosmos report, a team of scientists led by Effie Photos-Jones of the University of Glasgow subjected samples of mineral powder made up mostly of iron oxide to X-ray diffraction, geochemical analysis, dynamic light scattering, DNA sequencing, and antimicrobial tests to better understand why it was used in antiquity as a pigment and a cosmetic, as well as in ship maintenance, agriculture, and medicine. Texts dating back to the third century B.C. have noted that the substance, known as miltos , was mined from specific areas on the Greek islands of Kea and Lemnos, and at Cappadocia in Turkey. Photos-Jones and her colleagues found that modern samples from the different mines each contained a specific mix of chemicals and microorganisms that made them suitable for different uses. For example, some of the samples from Kea had high levels of lead that would have been effective at preventing the growth of slime and other organisms on boat hulls. Red dust from other mines could have made effective fertilizers, and may have been used to treat tree diseases. ",Iron Age,Roman
https://www.archaeology.org/news/7077-181016-greece-fourni-wrecks,"Five Shipwrecks Found Near Greece’s Fourni Islands. ATHENS, GREECE—The Greek Culture Ministry announced that five additional vessels have been discovered in the ship graveyard off the coast of the Fourni Islands, bringing the total number of ships found there to 58, according to an Associated Press report. The area in the Aegean Sea, at the junction of two main shipping routes, is known for its treacherous waters, and contains wrecks dating from the fourth century B.C. through the nineteenth century A.D. The newly discovered ships rest in shallow waters and show signs of damage from fishing nets and plunderers, but the archaeological team, assisted by local fishermen, found cargoes of amphoras that carried wine, oil, and other foods, and a load of terracotta lamps dating to the second century A.D. The lamps were made in Corinthian workshops, and bear the names of the artisans who crafted them, Octavius and Lucius. ",Roman,Iron Age
https://www.archaeology.org/news/7024-181010-florida-st-augustine-mission,"17th-Century Spanish Mission Building Studied in Florida. ST AUGUSTINE, FLORIDA—According to a report in The St. Augustine Record , a team led by Kathleen Deagan of the University of Florida and Timothy Johnson of Flagler College is investigating a building foundation first uncovered in the 1950s at St. Augustine’s Mission Nombre de Dios by Father Charles Spellman, a Christian priest and archaeologist who recorded his discovery and mapped it, but did not share it with others. He thought the building could be a shrine to Our Lady of La Leche, built in 1677 by the Spanish. “It got covered up and everyone forgot about it,” Deagan explained. Her team rediscovered the foundation in 2011, and Spellman’s records were found in a church archive in 2009. Deagan’s team will now try to determine whether the building served as a church, chapel, or convent, and whether it may have been a pilgrimage destination. The site could also help scholars understand how the first Europeans in St. Augustine interacted with each other and with the region’s indigenous population. ",Medieval,Modern
https://www.archaeology.org/news/7017-181005-antinoupolis-child-sock,"Sock from Roman Egypt Analyzed. LONDON, ENGLAND—Joanne Dyer of the British Museum led a team of researchers who used multispectral imaging and digital microscopy to analyze a 1,700-year-old child’s sock recovered from a dump in Antinoupolis, a city in Roman Egypt, according to a report in The Guardian . The sock, shaped for the left foot with a separate section for the big toe, was fashioned from wool yarn in six or seven colors with a single-needle looping technique. The non-invasive tests revealed the wool for the tiny garment had been dyed with madder, woad, and weld to create the colors red, blue, and yellow, respectively. Double and sequential dying and weaving, and twisting the fibers, produced the sock’s different colored stripes. ",Egyptian,Roman
https://www.archaeology.org/news/7005-181002-turkey-temple-drawings,"Archaeologists Examine Graffiti at Aizanoi’s Temple of Zeus. KÜTAHYA, TURKEY— The Daily Sabah reports that some 400 drawings were recorded at the Temple of Zeus in the ancient city of Aizanoi, which is located in western Anatolia, by a team of researchers led by Elif Özer of Pamukkale University. The drawings have been attributed to five or six groups of people, ranging from those who lived in the city during the Byzantine era and used the temple as a Christian church, to the Çavdar Turks who lived in the city in the twelfth and thirteenth centuries. “For instance, there were warriors and their leaders,” Özer said of the images. “These figures were drawn in larger size with larger horses. There are figures that were made smaller and probably depicted the enemy. There are figures of cavalry and hunters. Inside the temple, there are usually figures about revelry. Here we see komuz players and minstrels.” She also pointed out that the Byzantine-era Christians inscribed hundreds of crosses on the walls of the temple, and converted an altar to Zeus near the temple’s eastern entrance into an oven, where the researchers found a bread seal inscribed with a cross. “This shows that the seals with the sign of the cross were printed on the dough and given to the people of that period,” she said. ",Near East,Roman
https://www.archaeology.org/news/7001-181001-albania-ancient-cemetery,"Ancient Cemetery and Neolithic Village Found in Albania. KORCA, ALBANIA— The Associated Press reports that an ancient cemetery containing layers of about 1,000 burials dating back to the Iron Age has been found in southeastern Albania, on top of a postholes marking the site of a Neolithic settlement. Archaeologist Iris Pojani of Tirana University said the cemetery was discovered during the construction of a gas pipeline through a region that has long been a prosperous agricultural area. Objects recovered from the different layers of the cemetery included medieval wooden caskets and clothes made with silver thread; jewelry such as rings, bracelets, earrings, and amber and glass beads; gold coins; and weapons such as spears, daggers, knives, and swords. The researchers have not yet located the various settlements associated with the burials. ",Iron Age,Neolithic
